hexmap,abbr_usps,abbr_gpo,abbr_ap,abbr_short,abbr_long,name,fips,eta_region,geo_type,eta_region_name,eta_region_city,X,Y,cX,cY
usaETA,RI,R.I.,R.I.,R.I.,R.Is.,Rhode Island,44,1,state,Region 1,Boston,433.897275,-90,416.5767664444444,-79.99999999999999
usaETA,RI,R.I.,R.I.,R.I.,R.Is.,Rhode Island,44,1,state,Region 1,Boston,416.576766,-100,416.5767664444444,-79.99999999999999
usaETA,RI,R.I.,R.I.,R.I.,R.Is.,Rhode Island,44,1,state,Region 1,Boston,399.256258,-90,416.5767664444444,-79.99999999999999
usaETA,RI,R.I.,R.I.,R.I.,R.Is.,Rhode Island,44,1,state,Region 1,Boston,399.256258,-70,416.5767664444444,-79.99999999999999
usaETA,RI,R.I.,R.I.,R.I.,R.Is.,Rhode Island,44,1,state,Region 1,Boston,416.576766,-60,416.5767664444444,-79.99999999999999
usaETA,SC,S.C.,S.C.,S.C.,S.Car.,South Carolina,45,3,state,Region 3,Atlanta,329.974226,-150,329.9742260000001,-170.00000000000003
usaETA,SC,S.C.,S.C.,S.C.,S.Car.,South Carolina,45,3,state,Region 3,Atlanta,347.294734,-160,329.9742260000001,-170.00000000000003
usaETA,SC,S.C.,S.C.,S.C.,S.Car.,South Carolina,45,3,state,Region 3,Atlanta,347.294734,-180,329.9742260000001,-170.00000000000003
usaETA,SC,S.C.,S.C.,S.C.,S.Car.,South Carolina,45,3,state,Region 3,Atlanta,329.974226,-190,329.9742260000001,-170.00000000000003
usaETA,SC,S.C.,S.C.,S.C.,S.Car.,South Carolina,45,3,state,Region 3,Atlanta,312.653718,-180,329.9742260000001,-170.00000000000003
usaETA,SC,S.C.,S.C.,S.C.,S.Car.,South Carolina,45,3,state,Region 3,Atlanta,312.653718,-160,329.9742260000001,-170.00000000000003
usaETA,SC,S.C.,S.C.,S.C.,S.Car.,South Carolina,45,3,state,Region 3,Atlanta,329.974226,-150,329.9742260000001,-170.00000000000003
usaETA,SD,S. Dak.,S.D.,S.D.,S.Dak.,South Dakota,46,4,state,Region 4,Dallas,156.769145,-90,156.769145,-109.99999999999999
usaETA,SD,S. Dak.,S.D.,S.D.,S.Dak.,South Dakota,46,4,state,Region 4,Dallas,174.089653,-100,156.769145,-109.99999999999999
usaETA,SD,S. Dak.,S.D.,S.D.,S.Dak.,South Dakota,46,4,state,Region 4,Dallas,174.089653,-120,156.769145,-109.99999999999999
usaETA,SD,S. Dak.,S.D.,S.D.,S.Dak.,South Dakota,46,4,state,Region 4,Dallas,156.769145,-130,156.769145,-109.99999999999999
usaETA,SD,S. Dak.,S.D.,S.D.,S.Dak.,South Dakota,46,4,state,Region 4,Dallas,139.448637,-120,156.769145,-109.99999999999999
usaETA,SD,S. Dak.,S.D.,S.D.,S.Dak.,South Dakota,46,4,state,Region 4,Dallas,139.448637,-100,156.769145,-109.99999999999999
usaETA,SD,S. Dak.,S.D.,S.D.,S.Dak.,South Dakota,46,4,state,Region 4,Dallas,156.769145,-90,156.769145,-109.99999999999999
usaETA,TN,Tenn.,Tenn.,Ten.,Tenn.,Tennessee,47,3,state,Region 3,Atlanta,260.692194,-150,260.692194,-170.00000000000003
usaETA,TN,Tenn.,Tenn.,Ten.,Tenn.,Tennessee,47,3,state,Region 3,Atlanta,278.012702,-160,260.692194,-170.00000000000003
usaETA,TN,Tenn.,Tenn.,Ten.,Tenn.,Tennessee,47,3,state,Region 3,Atlanta,278.012702,-180,260.692194,-170.00000000000003
usaETA,TN,Tenn.,Tenn.,Ten.,Tenn.,Tennessee,47,3,state,Region 3,Atlanta,260.692194,-190,260.692194,-170.00000000000003
usaETA,TN,Tenn.,Tenn.,Ten.,Tenn.,Tennessee,47,3,state,Region 3,Atlanta,243.371686,-180,260.692194,-170.00000000000003
usaETA,TN,Tenn.,Tenn.,Ten.,Tenn.,Tennessee,47,3,state,Region 3,Atlanta,243.371686,-160,260.692194,-170.00000000000003
usaETA,TN,Tenn.,Tenn.,Ten.,Tenn.,Tennessee,47,3,state,Region 3,Atlanta,260.692194,-150,260.692194,-170.00000000000003
usaETA,TX,Tex.,Texas,Tex.,Texas,Texas,48,4,state,Region 4,Dallas,191.410162,-210,191.41016155555556,-230
usaETA,TX,Tex.,Texas,Tex.,Texas,Texas,48,4,state,Region 4,Dallas,208.73067,-220,191.41016155555556,-230
usaETA,TX,Tex.,Texas,Tex.,Texas,Texas,48,4,state,Region 4,Dallas,208.73067,-240,191.41016155555556,-230
usaETA,TX,Tex.,Texas,Tex.,Texas,Texas,48,4,state,Region 4,Dallas,191.410162,-250,191.41016155555556,-230
usaETA,TX,Tex.,Texas,Tex.,Texas,Texas,48,4,state,Region 4,Dallas,174.089653,-240,191.41016155555556,-230
usaETA,TX,Tex.,Texas,Tex.,Texas,Texas,48,4,state,Region 4,Dallas,174.089653,-220,191.41016155555556,-230
usaETA,TX,Tex.,Texas,Tex.,Texas,Texas,48,4,state,Region 4,Dallas,191.410162,-210,191.41016155555556,-230
usaETA,UT,Utah,Utah,Ut.,Utah,Utah,49,4,state,Region 4,Dallas,122.128129,-150,122.12812899999999,-169.99999999999997
usaETA,UT,Utah,Utah,Ut.,Utah,Utah,49,4,state,Region 4,Dallas,139.448637,-160,122.12812899999999,-169.99999999999997
usaETA,UT,Utah,Utah,Ut.,Utah,Utah,49,4,state,Region 4,Dallas,139.448637,-180,122.12812899999999,-169.99999999999997
usaETA,UT,Utah,Utah,Ut.,Utah,Utah,49,4,state,Region 4,Dallas,122.128129,-190,122.12812899999999,-169.99999999999997
usaETA,UT,Utah,Utah,Ut.,Utah,Utah,49,4,state,Region 4,Dallas,104.807621,-180,122.12812899999999,-169.99999999999997
usaETA,UT,Utah,Utah,Ut.,Utah,Utah,49,4,state,Region 4,Dallas,104.807621,-160,122.12812899999999,-169.99999999999997
usaETA,UT,Utah,Utah,Ut.,Utah,Utah,49,4,state,Region 4,Dallas,122.128129,-150,122.12812899999999,-169.99999999999997
usaETA,VT,Vt.,Vt.,Vt.,Verm.,Vermont,50,1,state,Region 1,Boston,364.615242,-30,364.615242,-50.00000000000001
usaETA,VT,Vt.,Vt.,Vt.,Verm.,Vermont,50,1,state,Region 1,Boston,381.93575,-40,364.615242,-50.00000000000001
usaETA,VT,Vt.,Vt.,Vt.,Verm.,Vermont,50,1,state,Region 1,Boston,381.93575,-60,364.615242,-50.00000000000001
usaETA,VT,Vt.,Vt.,Vt.,Verm.,Vermont,50,1,state,Region 1,Boston,364.615242,-70,364.615242,-50.00000000000001
usaETA,VT,Vt.,Vt.,Vt.,Verm.,Vermont,50,1,state,Region 1,Boston,347.294734,-60,364.615242,-50.00000000000001
usaETA,VT,Vt.,Vt.,Vt.,Verm.,Vermont,50,1,state,Region 1,Boston,347.294734,-40,364.615242,-50.00000000000001
usaETA,VT,Vt.,Vt.,Vt.,Verm.,Vermont,50,1,state,Region 1,Boston,364.615242,-30,364.615242,-50.00000000000001
usaETA,VA,Va.,Va.,Va.,Virg.,Virginia,51,2,state,Region 2,Philadelphia,312.653718,-120,312.653718,-140.00000000000003
usaETA,VA,Va.,Va.,Va.,Virg.,Virginia,51,2,state,Region 2,Philadelphia,329.974226,-130,312.653718,-140.00000000000003
usaETA,VA,Va.,Va.,Va.,Virg.,Virginia,51,2,state,Region 2,Philadelphia,329.974226,-150,312.653718,-140.00000000000003
usaETA,VA,Va.,Va.,Va.,Virg.,Virginia,51,2,state,Region 2,Philadelphia,312.653718,-160,312.653718,-140.00000000000003
usaETA,VA,Va.,Va.,Va.,Virg.,Virginia,51,2,state,Region 2,Philadelphia,295.33321,-150,312.653718,-140.00000000000003
usaETA,VA,Va.,Va.,Va.,Virg.,Virginia,51,2,state,Region 2,Philadelphia,295.33321,-130,312.653718,-140.00000000000003
usaETA,VA,Va.,Va.,Va.,Virg.,Virginia,51,2,state,Region 2,Philadelphia,312.653718,-120,312.653718,-140.00000000000003
usaETA,WA,Wash.,Wash.,Wn.,Wash.,Washington,53,6,state,Region 6,San Francisco,70.166605,-60,70.16660499999999,-80
usaETA,WA,Wash.,Wash.,Wn.,Wash.,Washington,53,6,state,Region 6,San Francisco,87.4871131,-70,70.16660499999999,-80
usaETA,WA,Wash.,Wash.,Wn.,Wash.,Washington,53,6,state,Region 6,San Francisco,87.4871131,-90,70.16660499999999,-80
usaETA,WA,Wash.,Wash.,Wn.,Wash.,Washington,53,6,state,Region 6,San Francisco,70.166605,-100,70.16660499999999,-80
usaETA,WA,Wash.,Wash.,Wn.,Wash.,Washington,53,6,state,Region 6,San Francisco,52.8460969,-90,70.16660499999999,-80
usaETA,WA,Wash.,Wash.,Wn.,Wash.,Washington,53,6,state,Region 6,San Francisco,52.8460969,-70,70.16660499999999,-80
usaETA,WA,Wash.,Wash.,Wn.,Wash.,Washington,53,6,state,Region 6,San Francisco,70.166605,-60,70.16660499999999,-80
usaETA,WV,W. Va.,W.Va.,W.V.,W.Va.,West Virginia,54,2,state,Region 2,Philadelphia,278.012702,-120,278.012702,-140
usaETA,WV,W. Va.,W.Va.,W.V.,W.Va.,West Virginia,54,2,state,Region 2,Philadelphia,295.33321,-130,278.012702,-140
usaETA,WV,W. Va.,W.Va.,W.V.,W.Va.,West Virginia,54,2,state,Region 2,Philadelphia,295.33321,-150,278.012702,-140
usaETA,WV,W. Va.,W.Va.,W.V.,W.Va.,West Virginia,54,2,state,Region 2,Philadelphia,278.012702,-160,278.012702,-140
usaETA,WV,W. Va.,W.Va.,W.V.,W.Va.,West Virginia,54,2,state,Region 2,Philadelphia,260.692194,-150,278.012702,-140
usaETA,WV,W. Va.,W.Va.,W.V.,W.Va.,West Virginia,54,2,state,Region 2,Philadelphia,260.692194,-130,278.012702,-140
usaETA,WV,W. Va.,W.Va.,W.V.,W.Va.,West Virginia,54,2,state,Region 2,Philadelphia,278.012702,-120,278.012702,-140
usaETA,WI,Wis.,Wis.,Wis.,Wisc.,Wisconsin,55,5,state,Region 5,Chicago,208.73067,-60,208.73067,-80
usaETA,WI,Wis.,Wis.,Wis.,Wisc.,Wisconsin,55,5,state,Region 5,Chicago,226.051178,-70,208.73067,-80
usaETA,WI,Wis.,Wis.,Wis.,Wisc.,Wisconsin,55,5,state,Region 5,Chicago,226.051178,-90,208.73067,-80
usaETA,WI,Wis.,Wis.,Wis.,Wisc.,Wisconsin,55,5,state,Region 5,Chicago,208.73067,-100,208.73067,-80
usaETA,WI,Wis.,Wis.,Wis.,Wisc.,Wisconsin,55,5,state,Region 5,Chicago,191.410162,-90,208.73067,-80
usaETA,WI,Wis.,Wis.,Wis.,Wisc.,Wisconsin,55,5,state,Region 5,Chicago,191.410162,-70,208.73067,-80
usaETA,WI,Wis.,Wis.,Wis.,Wisc.,Wisconsin,55,5,state,Region 5,Chicago,208.73067,-60,208.73067,-80
usaETA,WY,Wyo.,Wyo.,Wyo.,Wyom.,Wyoming,56,4,state,Region 4,Dallas,122.128129,-90,122.12812899999999,-110.00000000000001
usaETA,WY,Wyo.,Wyo.,Wyo.,Wyom.,Wyoming,56,4,state,Region 4,Dallas,139.448637,-100,122.12812899999999,-110.00000000000001
usaETA,WY,Wyo.,Wyo.,Wyo.,Wyom.,Wyoming,56,4,state,Region 4,Dallas,139.448637,-120,122.12812899999999,-110.00000000000001
usaETA,WY,Wyo.,Wyo.,Wyo.,Wyom.,Wyoming,56,4,state,Region 4,Dallas,122.128129,-130,122.12812899999999,-110.00000000000001
usaETA,WY,Wyo.,Wyo.,Wyo.,Wyom.,Wyoming,56,4,state,Region 4,Dallas,104.807621,-120,122.12812899999999,-110.00000000000001
usaETA,WY,Wyo.,Wyo.,Wyo.,Wyom.,Wyoming,56,4,state,Region 4,Dallas,104.807621,-100,122.12812899999999,-110.00000000000001
usaETA,WY,Wyo.,Wyo.,Wyo.,Wyom.,Wyoming,56,4,state,Region 4,Dallas,122.128129,-90,122.12812899999999,-110.00000000000001
usaETA,DC,D.C.,D.C.,D.C.,D.Col.,District of Columbia,11,2,federal district,Region 2,Philadelphia,364.615242,-150,364.615242,-170.00000000000003
usaETA,DC,D.C.,D.C.,D.C.,D.Col.,District of Columbia,11,2,federal district,Region 2,Philadelphia,381.93575,-160,364.615242,-170.00000000000003
usaETA,DC,D.C.,D.C.,D.C.,D.Col.,District of Columbia,11,2,federal district,Region 2,Philadelphia,381.93575,-180,364.615242,-170.00000000000003
usaETA,DC,D.C.,D.C.,D.C.,D.Col.,District of Columbia,11,2,federal district,Region 2,Philadelphia,364.615242,-190,364.615242,-170.00000000000003
usaETA,DC,D.C.,D.C.,D.C.,D.Col.,District of Columbia,11,2,federal district,Region 2,Philadelphia,347.294734,-180,364.615242,-170.00000000000003
usaETA,DC,D.C.,D.C.,D.C.,D.Col.,District of Columbia,11,2,federal district,Region 2,Philadelphia,347.294734,-160,364.615242,-170.00000000000003
usaETA,DC,D.C.,D.C.,D.C.,D.Col.,District of Columbia,11,2,federal district,Region 2,Philadelphia,364.615242,-150,364.615242,-170.00000000000003
usaETA,AS,A.S.,A.S.,A.S.,Am.Sa.,American Samoa,60,6,territory,Region 6,San Francisco,87.4871131,-270,87.48701483333332,-290
usaETA,AS,A.S.,A.S.,A.S.,Am.Sa.,American Samoa,60,6,territory,Region 6,San Francisco,104.8075,-280,87.48701483333332,-290
usaETA,AS,A.S.,A.S.,A.S.,Am.Sa.,American Samoa,60,6,territory,Region 6,San Francisco,104.8075,-300,87.48701483333332,-290
usaETA,AS,A.S.,A.S.,A.S.,Am.Sa.,American Samoa,60,6,territory,Region 6,San Francisco,87.4871131,-310,87.48701483333332,-290
usaETA,AS,A.S.,A.S.,A.S.,Am.Sa.,American Samoa,60,6,territory,Region 6,San Francisco,70.1665051,-300,87.48701483333332,-290
usaETA,AS,A.S.,A.S.,A.S.,Am.Sa.,American Samoa,60,6,territory,Region 6,San Francisco,70.1665051,-280,87.48701483333332,-290
usaETA,AS,A.S.,A.S.,A.S.,Am.Sa.,American Samoa,60,6,territory,Region 6,San Francisco,87.4871131,-270,87.48701483333332,-290
usaETA,GU,Guam,NA,Guam,Guam,Guam,66,6,territory,Region 6,San Francisco,52.845997,-270,52.84599699999999,-290
usaETA,GU,Guam,NA,Guam,Guam,Guam,66,6,territory,Region 6,San Francisco,70.1665051,-280,52.84599699999999,-290
usaETA,GU,Guam,NA,Guam,Guam,Guam,66,6,territory,Region 6,San Francisco,70.1665051,-300,52.84599699999999,-290
usaETA,GU,Guam,NA,Guam,Guam,Guam,66,6,territory,Region 6,San Francisco,52.845997,-310,52.84599699999999,-290
usaETA,GU,Guam,NA,Guam,Guam,Guam,66,6,territory,Region 6,San Francisco,35.5254889,-300,52.84599699999999,-290
usaETA,GU,Guam,NA,Guam,Guam,Guam,66,6,territory,Region 6,San Francisco,35.5254889,-280,52.84599699999999,-290
usaETA,GU,Guam,NA,Guam,Guam,Guam,66,6,territory,Region 6,San Francisco,52.845997,-270,52.84599699999999,-290
usaETA,MP,M.P.,NA,M.P.,N.Mar.I.,Northern Mariana Islands,69,6,territory,Region 6,San Francisco,35.5255888,-240,35.52558884444444,-259.99999999999994
usaETA,MP,M.P.,NA,M.P.,N.Mar.I.,Northern Mariana Islands,69,6,territory,Region 6,San Francisco,52.8460969,-250,35.52558884444444,-259.99999999999994
usaETA,MP,M.P.,NA,M.P.,N.Mar.I.,Northern Mariana Islands,69,6,territory,Region 6,San Francisco,52.8460969,-270,35.52558884444444,-259.99999999999994
usaETA,MP,M.P.,NA,M.P.,N.Mar.I.,Northern Mariana Islands,69,6,territory,Region 6,San Francisco,35.5255888,-280,35.52558884444444,-259.99999999999994
usaETA,MP,M.P.,NA,M.P.,N.Mar.I.,Northern Mariana Islands,69,6,territory,Region 6,San Francisco,18.2050808,-270,35.52558884444444,-259.99999999999994
usaETA,MP,M.P.,NA,M.P.,N.Mar.I.,Northern Mariana Islands,69,6,territory,Region 6,San Francisco,18.2050808,-250,35.52558884444444,-259.99999999999994
usaETA,MP,M.P.,NA,M.P.,N.Mar.I.,Northern Mariana Islands,69,6,territory,Region 6,San Francisco,35.5255888,-240,35.52558884444444,-259.99999999999994
usaETA,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,1,territory,Region 1,Boston,381.93575,-240,381.93575000000004,-260.00000000000006
usaETA,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,1,territory,Region 1,Boston,399.256258,-250,381.93575000000004,-260.00000000000006
usaETA,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,1,territory,Region 1,Boston,399.256258,-270,381.93575000000004,-260.00000000000006
usaETA,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,1,territory,Region 1,Boston,381.93575,-280,381.93575000000004,-260.00000000000006
usaETA,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,1,territory,Region 1,Boston,364.615242,-270,381.93575000000004,-260.00000000000006
usaETA,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,1,territory,Region 1,Boston,364.615242,-250,381.93575000000004,-260.00000000000006
usaETA,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,1,territory,Region 1,Boston,381.93575,-240,381.93575000000004,-260.00000000000006
usaETA,VI,V.I.,NA,V.I.,U.S.V.I.,U.S. Virgin Islands,78,1,territory,Region 1,Boston,416.576766,-240,416.5767664444444,-259.99999999999994
usaETA,VI,V.I.,NA,V.I.,U.S.V.I.,U.S. Virgin Islands,78,1,territory,Region 1,Boston,433.897275,-250,416.5767664444444,-259.99999999999994
usaETA,VI,V.I.,NA,V.I.,U.S.V.I.,U.S. Virgin Islands,78,1,territory,Region 1,Boston,433.897275,-270,416.5767664444444,-259.99999999999994
usaETA,VI,V.I.,NA,V.I.,U.S.V.I.,U.S. Virgin Islands,78,1,territory,Region 1,Boston,416.576766,-280,416.5767664444444,-259.99999999999994
usaETA,VI,V.I.,NA,V.I.,U.S.V.I.,U.S. Virgin Islands,78,1,territory,Region 1,Boston,399.256258,-270,416.5767664444444,-259.99999999999994
usaETA,VI,V.I.,NA,V.I.,U.S.V.I.,U.S. Virgin Islands,78,1,territory,Region 1,Boston,399.256258,-250,416.5767664444444,-259.99999999999994
usaETA,VI,V.I.,NA,V.I.,U.S.V.I.,U.S. Virgin Islands,78,1,territory,Region 1,Boston,416.576766,-240,416.5767664444444,-259.99999999999994
usaETA,PW,NA,NA,Pal.,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,18.204981,-270,18.204981,-290
usaETA,PW,NA,NA,Pal.,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,35.5254891,-280,18.204981,-290
usaETA,PW,NA,NA,Pal.,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,35.5254891,-300,18.204981,-290
usaETA,PW,NA,NA,Pal.,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,18.204981,-310,18.204981,-290
usaETA,PW,NA,NA,Pal.,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,0.8844729,-300,18.204981,-290
usaETA,PW,NA,NA,Pal.,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,0.8844729,-280,18.204981,-290
usaETA,PW,NA,NA,Pal.,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,18.204981,-270,18.204981,-290
